,C,D,I,S,T
70.8399999999993, 38729.9572907, 128.9328705, 0.0007461, 0.0006812, 1533.0539162
70.8499999999993, 38717.0494701, 128.9328718, 0.0007449, 0.0006800, 1533.0539032
70.8599999999993, 38704.1459514, 128.9328731, 0.0007437, 0.0006789, 1533.0538904
70.8699999999994, 38691.2467331, 128.9328743, 0.0007424, 0.0006777, 1533.0538775
70.8799999999994, 38678.3518138, 128.9328756, 0.0007412, 0.0006766, 1533.0538646
70.8899999999994, 38665.4611921, 128.9328769, 0.0007400, 0.0006754, 1533.0538518
70.8999999999994, 38652.5748665, 128.9328782, 0.0007388, 0.0006742, 1533.0538390
70.9099999999994, 38639.6928356, 128.9328795, 0.0007375, 0.0006731, 1533.0538262
70.9199999999994, 38626.8150980, 128.9328807, 0.0007363, 0.0006719, 1533.0538134
70.9299999999994, 38613.9416522, 128.9328820, 0.0007351, 0.0006708, 1533.0538007
70.9399999999994, 38601.0724969, 128.9328833, 0.0007339, 0.0006696, 1533.0537879
70.9499999999994, 38588.2076305, 128.9328846, 0.0007327, 0.0006685, 1533.0537752
70.9599999999994, 38575.3470517, 128.9328858, 0.0007314, 0.0006673, 1533.0537626
70.9699999999994, 38562.4907590, 128.9328871, 0.0007302, 0.0006662, 1533.0537499
70.9799999999994, 38549.6387509, 128.9328884, 0.0007290, 0.0006651, 1533.0537372
70.9899999999994, 38536.7910262, 128.9328896, 0.0007278, 0.0006639, 1533.0537246
70.9999999999994, 38523.9475833, 128.9328909, 0.0007266, 0.0006628, 1533.0537120
71.0099999999994, 38511.1084208, 128.9328921, 0.0007254, 0.0006617, 1533.0536994
71.0199999999994, 38498.2735373, 128.9328934, 0.0007242, 0.0006605, 1533.0536869
71.0299999999994, 38485.4429313, 128.9328947, 0.0007230, 0.0006594, 1533.0536743
71.0399999999994, 38472.6166015, 128.9328959, 0.0007218, 0.0006583, 1533.0536618
71.0499999999994, 38459.7945464, 128.9328972, 0.0007206, 0.0006571, 1533.0536493
71.0599999999994, 38446.9767646, 128.9328984, 0.0007194, 0.0006560, 1533.0536368
71.0699999999995, 38434.1632546, 128.9328996, 0.0007183, 0.0006549, 1533.0536244
71.0799999999995, 38421.3540151, 128.9329009, 0.0007171, 0.0006538, 1533.0536120
71.0899999999995, 38408.5490445, 128.9329021, 0.0007159, 0.0006526, 1533.0535995
71.0999999999995, 38395.7483416, 128.9329034, 0.0007147, 0.0006515, 1533.0535871
71.1099999999995, 38382.9519049, 128.9329046, 0.0007135, 0.0006504, 1533.0535748
71.1199999999995, 38370.1597328, 128.9329058, 0.0007123, 0.0006493, 1533.0535624
71.1299999999995, 38357.3718241, 128.9329071, 0.0007112, 0.0006482, 1533.0535501
71.1399999999995, 38344.5881774, 128.9329083, 0.0007100, 0.0006471, 1533.0535378
71.1499999999995, 38331.8087910, 128.9329095, 0.0007088, 0.0006460, 1533.0535255
71.1599999999995, 38319.0336638, 128.9329108, 0.0007076, 0.0006449, 1533.0535132
71.1699999999995, 38306.2627942, 128.9329120, 0.0007065, 0.0006438, 1533.0535009
71.1799999999995, 38293.4961808, 128.9329132, 0.0007053, 0.0006427, 1533.0534887
71.1899999999995, 38280.7338223, 128.9329144, 0.0007041, 0.0006416, 1533.0534765
71.1999999999995, 38267.9757171, 128.9329157, 0.0007030, 0.0006405, 1533.0534643
71.2099999999995, 38255.2218639, 128.9329169, 0.0007018, 0.0006394, 1533.0534521
71.2199999999995, 38242.4722612, 128.9329181, 0.0007007, 0.0006383, 1533.0534400
71.2299999999995, 38229.7269077, 128.9329193, 0.0006995, 0.0006372, 1533.0534278
71.2399999999995, 38216.9858019, 128.9329205, 0.0006983, 0.0006361, 1533.0534157
71.2499999999995, 38204.2489424, 128.9329217, 0.0006972, 0.0006350, 1533.0534036
71.2599999999996, 38191.5163278, 128.9329229, 0.0006960, 0.0006339, 1533.0533916
71.2699999999996, 38178.7879567, 128.9329241, 0.0006949, 0.0006328, 1533.0533795
71.2799999999996, 38166.0638276, 128.9329253, 0.0006937, 0.0006318, 1533.0533675
71.2899999999996, 38153.3439392, 128.9329265, 0.0006926, 0.0006307, 1533.0533555
71.2999999999996, 38140.6282901, 128.9329277, 0.0006915, 0.0006296, 1533.0533435
71.3099999999996, 38127.9168787, 128.9329289, 0.0006903, 0.0006285, 1533.0533315
71.3199999999996, 38115.2097038, 128.9329301, 0.0006892, 0.0006274, 1533.0533195
71.3299999999996, 38102.5067638, 128.9329313, 0.0006880, 0.0006264, 1533.0533076
71.3399999999996, 38089.8080574, 128.9329325, 0.0006869, 0.0006253, 1533.0532957
71.3499999999996, 38077.1135833, 128.9329337, 0.0006858, 0.0006242, 1533.0532838
71.3599999999996, 38064.4233398, 128.9329349, 0.0006846, 0.0006232, 1533.0532719
71.3699999999996, 38051.7373258, 128.9329361, 0.0006835, 0.0006221, 1533.0532600
71.3799999999996, 38039.0555396, 128.9329373, 0.0006824, 0.0006210, 1533.0532482
71.3899999999996, 38026.3779800, 128.9329384, 0.0006813, 0.0006200, 1533.0532364
71.3999999999996, 38013.7046456, 128.9329396, 0.0006801, 0.0006189, 1533.0532246
71.4099999999996, 38001.0355349, 128.9329408, 0.0006790, 0.0006179, 1533.0532128
71.4199999999996, 37988.3706464, 128.9329420, 0.0006779, 0.0006168, 1533.0532010
71.4299999999996, 37975.7099789, 128.9329431, 0.0006768, 0.0006157, 1533.0531893
71.4399999999996, 37963.0535309, 128.9329443, 0.0006757, 0.0006147, 1533.0531776
71.4499999999996, 37950.4013009, 128.9329455, 0.0006746, 0.0006136, 1533.0531659
71.4599999999997, 37937.7532877, 128.9329466, 0.0006735, 0.0006126, 1533.0531542
71.4699999999997, 37925.1094897, 128.9329478, 0.0006723, 0.0006115, 1533.0531425
71.4799999999997, 37912.4699056, 128.9329490, 0.0006712, 0.0006105, 1533.0531309
71.4899999999997, 37899.8345340, 128.9329501, 0.0006701, 0.0006095, 1533.0531193
71.4999999999997, 37887.2033735, 128.9329513, 0.0006690, 0.0006084, 1533.0531076
71.5099999999997, 37874.5764226, 128.9329525, 0.0006679, 0.0006074, 1533.0530961
71.5199999999997, 37861.9536800, 128.9329536, 0.0006668, 0.0006063, 1533.0530845
71.5299999999997, 37849.3351442, 128.9329548, 0.0006657, 0.0006053, 1533.0530729
71.5399999999997, 37836.7208139, 128.9329559, 0.0006646, 0.0006043, 1533.0530614
71.5499999999997, 37824.1106876, 128.9329571, 0.0006635, 0.0006032, 1533.0530499
71.5599999999997, 37811.5047640, 128.9329582, 0.0006624, 0.0006022, 1533.0530384
71.5699999999997, 37798.9030417, 128.9329594, 0.0006614, 0.0006012, 1533.0530269
71.5799999999997, 37786.3055192, 128.9329605, 0.0006603, 0.0006002, 1533.0530155
71.5899999999997, 37773.7121952, 128.9329617, 0.0006592, 0.0005991, 1533.0530040
71.5999999999997, 37761.1230682, 128.9329628, 0.0006581, 0.0005981, 1533.0529926
71.6099999999997, 37748.5381368, 128.9329639, 0.0006570, 0.0005971, 1533.0529812
71.6199999999997, 37735.9573998, 128.9329651, 0.0006559, 0.0005961, 1533.0529698
71.6299999999997, 37723.3808556, 128.9329662, 0.0006549, 0.0005950, 1533.0529585
71.6399999999997, 37710.8085028, 128.9329673, 0.0006538, 0.0005940, 1533.0529471
71.6499999999997, 37698.2403401, 128.9329685, 0.0006527, 0.0005930, 1533.0529358
71.6599999999998, 37685.6763661, 128.9329696, 0.0006516, 0.0005920, 1533.0529245
71.6699999999998, 37673.1165794, 128.9329707, 0.0006506, 0.0005910, 1533.0529132
71.6799999999998, 37660.5609785, 128.9329719, 0.0006495, 0.0005900, 1533.0529019
71.6899999999998, 37648.0095621, 128.9329730, 0.0006484, 0.0005890, 1533.0528907
71.6999999999998, 37635.4623288, 128.9329741, 0.0006474, 0.0005880, 1533.0528794
71.7099999999998, 37622.9192773, 128.9329752, 0.0006463, 0.0005870, 1533.0528682
71.7199999999998, 37610.3804060, 128.9329763, 0.0006452, 0.0005860, 1533.0528570
71.7299999999998, 37597.8457136, 128.9329775, 0.0006442, 0.0005850, 1533.0528458
71.7399999999998, 37585.3151987, 128.9329786, 0.0006431, 0.0005840, 1533.0528347
71.7499999999998, 37572.7888599, 128.9329797, 0.0006421, 0.0005830, 1533.0528235
71.7599999999998, 37560.2666959, 128.9329808, 0.0006410, 0.0005820, 1533.0528124
71.7699999999998, 37547.7487052, 128.9329819, 0.0006400, 0.0005810, 1533.0528013
71.7799999999998, 37535.2348865, 128.9329830, 0.0006389, 0.0005800, 1533.0527902
71.7899999999998, 37522.7252383, 128.9329841, 0.0006379, 0.0005790, 1533.0527791
71.7999999999998, 37510.2197593, 128.9329852, 0.0006368, 0.0005780, 1533.0527681
71.8099999999998, 37497.7184481, 128.9329863, 0.0006358, 0.0005770, 1533.0527571
71.8199999999998, 37485.2213032, 128.9329874, 0.0006347, 0.0005760, 1533.0527460
71.8299999999998, 37472.7283234, 128.9329885, 0.0006337, 0.0005750, 1533.0527350
71.8399999999998, 37460.2395072, 128.9329896, 0.0006326, 0.0005741, 1533.0527241
71.8499999999999, 37447.7548532, 128.9329907, 0.0006316, 0.0005731, 1533.0527131
71.8599999999999, 37435.2743600, 128.9329918, 0.0006306, 0.0005721, 1533.0527022
71.8699999999999, 37422.7980263, 128.9329929, 0.0006295, 0.0005711, 1533.0526912
71.8799999999999, 37410.3258506, 128.9329940, 0.0006285, 0.0005702, 1533.0526803
71.8899999999999, 37397.8578317, 128.9329951, 0.0006275, 0.0005692, 1533.0526694
71.8999999999999, 37385.3939680, 128.9329962, 0.0006264, 0.0005682, 1533.0526586
71.9099999999999, 37372.9342582, 128.9329973, 0.0006254, 0.0005672, 1533.0526477
71.9199999999999, 37360.4787010, 128.9329983, 0.0006244, 0.0005663, 1533.0526369
71.9299999999999, 37348.0272949, 128.9329994, 0.0006234, 0.0005653, 1533.0526260
71.9399999999999, 37335.5800386, 128.9330005, 0.0006223, 0.0005643, 1533.0526152
71.9499999999999, 37323.1369306, 128.9330016, 0.0006213, 0.0005634, 1533.0526045
71.9599999999999, 37310.6979696, 128.9330027, 0.0006203, 0.0005624, 1533.0525937
71.9699999999999, 37298.2631542, 128.9330037, 0.0006193, 0.0005615, 1533.0525829
71.9799999999999, 37285.8324831, 128.9330048, 0.0006183, 0.0005605, 1533.0525722
71.9899999999999, 37273.4059548, 128.9330059, 0.0006173, 0.0005596, 1533.0525615
71.9999999999999, 37260.9835680, 128.9330069, 0.0006162, 0.0005586, 1533.0525508
72.0099999999999, 37248.5653213, 128.9330080, 0.0006152, 0.0005576, 1533.0525401
72.0199999999999, 37236.1512132, 128.9330091, 0.0006142, 0.0005567, 1533.0525294
72.0299999999999, 37223.7412425, 128.9330101, 0.0006132, 0.0005557, 1533.0525188
72.0399999999999, 37211.3354078, 128.9330112, 0.0006122, 0.0005548, 1533.0525082
72.05, 37198.9337076, 128.9330123, 0.0006112, 0.0005538, 1533.0524976
72.06, 37186.5361406, 128.9330133, 0.0006102, 0.0005529, 1533.0524870
72.07, 37174.1427054, 128.9330144, 0.0006092, 0.0005520, 1533.0524764
72.08, 37161.7534007, 128.9330154, 0.0006082, 0.0005510, 1533.0524658
72.09, 37149.3682250, 128.9330165, 0.0006072, 0.0005501, 1533.0524553
72.1, 37136.9871770, 128.9330175, 0.0006062, 0.0005491, 1533.0524448
72.11, 37124.6102554, 128.9330186, 0.0006052, 0.0005482, 1533.0524343
72.12, 37112.2374586, 128.9330196, 0.0006043, 0.0005473, 1533.0524238
72.13, 37099.8687854, 128.9330207, 0.0006033, 0.0005463, 1533.0524133
72.14, 37087.5042344, 128.9330217, 0.0006023, 0.0005454, 1533.0524028
72.15, 37075.1438042, 128.9330228, 0.0006013, 0.0005445, 1533.0523924
72.16, 37062.7874935, 128.9330238, 0.0006003, 0.0005436, 1533.0523820
72.17, 37050.4353008, 128.9330248, 0.0005993, 0.0005426, 1533.0523716
72.18, 37038.0872248, 128.9330259, 0.0005984, 0.0005417, 1533.0523612
72.19, 37025.7432641, 128.9330269, 0.0005974, 0.0005408, 1533.0523508
72.2, 37013.4034174, 128.9330279, 0.0005964, 0.0005399, 1533.0523405
72.21, 37001.0676833, 128.9330290, 0.0005954, 0.0005389, 1533.0523301
72.22, 36988.7360603, 128.9330300, 0.0005944, 0.0005380, 1533.0523198
72.23, 36976.4085472, 128.9330310, 0.0005935, 0.0005371, 1533.0523095
72.2400000000001, 36964.0851426, 128.9330321, 0.0005925, 0.0005362, 1533.0522992
72.2500000000001, 36951.7658451, 128.9330331, 0.0005915, 0.0005353, 1533.0522889
72.2600000000001, 36939.4506533, 128.9330341, 0.0005906, 0.0005344, 1533.0522787
72.2700000000001, 36927.1395658, 128.9330351, 0.0005896, 0.0005334, 1533.0522684
72.2800000000001, 36914.8325814, 128.9330362, 0.0005886, 0.0005325, 1533.0522582
72.2900000000001, 36902.5296985, 128.9330372, 0.0005877, 0.0005316, 1533.0522480
72.3000000000001, 36890.2309160, 128.9330382, 0.0005867, 0.0005307, 1533.0522378
72.3100000000001, 36877.9362323, 128.9330392, 0.0005858, 0.0005298, 1533.0522277
72.3200000000001, 36865.6456462, 128.9330402, 0.0005848, 0.0005289, 1533.0522175
72.3300000000001, 36853.3591562, 128.9330412, 0.0005839, 0.0005280, 1533.0522074
72.3400000000001, 36841.0767610, 128.9330423, 0.0005829, 0.0005271, 1533.0521972
72.3500000000001, 36828.7984592, 128.9330433, 0.0005820, 0.0005262, 1533.0521871
72.3600000000001, 36816.5242496, 128.9330443, 0.0005810, 0.0005253, 1533.0521770
72.3700000000001, 36804.2541306, 128.9330453, 0.0005801, 0.0005244, 1533.0521670
72.3800000000001, 36791.9881009, 128.9330463, 0.0005791, 0.0005235, 1533.0521569
72.3900000000001, 36779.7261593, 128.9330473, 0.0005782, 0.0005226, 1533.0521469
72.4000000000001, 36767.4683042, 128.9330483, 0.0005772, 0.0005218, 1533.0521369
72.4100000000001, 36755.2145344, 128.9330493, 0.0005763, 0.0005209, 1533.0521268
72.4200000000001, 36742.9648485, 128.9330503, 0.0005753, 0.0005200, 1533.0521169
72.4300000000001, 36730.7192451, 128.9330513, 0.0005744, 0.0005191, 1533.0521069
72.4400000000002, 36718.4777229, 128.9330523, 0.0005735, 0.0005182, 1533.0520969
72.4500000000002, 36706.2402805, 128.9330533, 0.0005725, 0.0005173, 1533.0520870
72.4600000000002, 36694.0069166, 128.9330543, 0.0005716, 0.0005165, 1533.0520770
72.4700000000002, 36681.7776297, 128.9330552, 0.0005707, 0.0005156, 1533.0520671
72.4800000000002, 36669.5524186, 128.9330562, 0.0005697, 0.0005147, 1533.0520572
72.4900000000002, 36657.3312818, 128.9330572, 0.0005688, 0.0005138, 1533.0520474
72.5000000000002, 36645.1142181, 128.9330582, 0.0005679, 0.0005129, 1533.0520375
72.5100000000002, 36632.9012260, 128.9330592, 0.0005670, 0.0005121, 1533.0520276
72.5200000000002, 36620.6923043, 128.9330602, 0.0005660, 0.0005112, 1533.0520178
72.5300000000002, 36608.4874514, 128.9330611, 0.0005651, 0.0005103, 1533.0520080
72.5400000000002, 36596.2866662, 128.9330621, 0.0005642, 0.0005095, 1533.0519982
72.5500000000002, 36584.0899472, 128.9330631, 0.0005633, 0.0005086, 1533.0519884
72.5600000000002, 36571.8972930, 128.9330641, 0.0005624, 0.0005077, 1533.0519787
72.5700000000002, 36559.7087024, 128.9330651, 0.0005614, 0.0005069, 1533.0519689
72.5800000000002, 36547.5241740, 128.9330660, 0.0005605, 0.0005060, 1533.0519592
72.5900000000002, 36535.3437064, 128.9330670, 0.0005596, 0.0005051, 1533.0519494
72.6000000000002, 36523.1672982, 128.9330680, 0.0005587, 0.0005043, 1533.0519397
72.6100000000002, 36510.9949482, 128.9330689, 0.0005578, 0.0005034, 1533.0519300
72.6200000000002, 36498.8266549, 128.9330699, 0.0005569, 0.0005026, 1533.0519204
72.6300000000003, 36486.6624170, 128.9330709, 0.0005560, 0.0005017, 1533.0519107
72.6400000000003, 36474.5022332, 128.9330718, 0.0005551, 0.0005009, 1533.0519011
72.6500000000003, 36462.3461020, 128.9330728, 0.0005542, 0.0005000, 1533.0518914
72.6600000000003, 36450.1940222, 128.9330737, 0.0005533, 0.0004992, 1533.0518818
72.6700000000003, 36438.0459925, 128.9330747, 0.0005524, 0.0004983, 1533.0518722
72.6800000000003, 36425.9020113, 128.9330757, 0.0005515, 0.0004975, 1533.0518627
72.6900000000003, 36413.7620775, 128.9330766, 0.0005506, 0.0004966, 1533.0518531
72.7000000000003, 36401.6261896, 128.9330776, 0.0005497, 0.0004958, 1533.0518435
72.7100000000003, 36389.4943464, 128.9330785, 0.0005488, 0.0004949, 1533.0518340
72.7200000000003, 36377.3665463, 128.9330795, 0.0005479, 0.0004941, 1533.0518245
72.7300000000003, 36365.2427882, 128.9330804, 0.0005470, 0.0004932, 1533.0518150
72.7400000000003, 36353.1230707, 128.9330814, 0.0005461, 0.0004924, 1533.0518055
72.7500000000003, 36341.0073924, 128.9330823, 0.0005452, 0.0004916, 1533.0517960
72.7600000000003, 36328.8957519, 128.9330833, 0.0005444, 0.0004907, 1533.0517866
72.7700000000003, 36316.7881480, 128.9330842, 0.0005435, 0.0004899, 1533.0517771
72.7800000000003, 36304.6845792, 128.9330851, 0.0005426, 0.0004891, 1533.0517677
72.7900000000003, 36292.5850443, 128.9330861, 0.0005417, 0.0004882, 1533.0517583
72.8000000000003, 36280.4895419, 128.9330870, 0.0005408, 0.0004874, 1533.0517489
72.8100000000003, 36268.3980706, 128.9330879, 0.0005400, 0.0004866, 1533.0517395
72.8200000000003, 36256.3106291, 128.9330889, 0.0005391, 0.0004857, 1533.0517301
72.8300000000004, 36244.2272161, 128.9330898, 0.0005382, 0.0004849, 1533.0517208
72.8400000000004, 36232.1478302, 128.9330907, 0.0005373, 0.0004841, 1533.0517115
72.8500000000004, 36220.0724701, 128.9330917, 0.0005365, 0.0004833, 1533.0517021
72.8600000000004, 36208.0011344, 128.9330926, 0.0005356, 0.0004825, 1533.0516928
72.8700000000004, 36195.9338218, 128.9330935, 0.0005347, 0.0004816, 1533.0516835
72.8800000000004, 36183.8705309, 128.9330945, 0.0005339, 0.0004808, 1533.0516743
72.8900000000004, 36171.8112605, 128.9330954, 0.0005330, 0.0004800, 1533.0516650
72.9000000000004, 36159.7560091, 128.9330963, 0.0005321, 0.0004792, 1533.0516558
72.9100000000004, 36147.7047754, 128.9330972, 0.0005313, 0.0004784, 1533.0516465
72.9200000000004, 36135.6575582, 128.9330981, 0.0005304, 0.0004776, 1533.0516373
72.9300000000004, 36123.6143560, 128.9330991, 0.0005295, 0.0004767, 1533.0516281
72.9400000000004, 36111.5751675, 128.9331000, 0.0005287, 0.0004759, 1533.0516189
72.9500000000004, 36099.5399914, 128.9331009, 0.0005278, 0.0004751, 1533.0516098
72.9600000000004, 36087.5088263, 128.9331018, 0.0005270, 0.0004743, 1533.0516006
72.9700000000004, 36075.4816710, 128.9331027, 0.0005261, 0.0004735, 1533.0515915
72.9800000000004, 36063.4585240, 128.9331036, 0.0005253, 0.0004727, 1533.0515823
72.9900000000004, 36051.4393840, 128.9331045, 0.0005244, 0.0004719, 1533.0515732
73.0000000000004, 36039.4242498, 128.9331055, 0.0005236, 0.0004711, 1533.0515641
73.0100000000004, 36027.4131199, 128.9331064, 0.0005227, 0.0004703, 1533.0515550
73.0200000000005, 36015.4059930, 128.9331073, 0.0005219, 0.0004695, 1533.0515460
73.0300000000005, 36003.4028678, 128.9331082, 0.0005210, 0.0004687, 1533.0515369
73.0400000000005, 35991.4037430, 128.9331091, 0.0005202, 0.0004679, 1533.0515279
73.0500000000005, 35979.4086172, 128.9331100, 0.0005193, 0.0004671, 1533.0515188
73.0600000000005, 35967.4174891, 128.9331109, 0.0005185, 0.0004663, 1533.0515098
73.0700000000005, 35955.4303573, 128.9331118, 0.0005177, 0.0004655, 1533.0515008
73.0800000000005, 35943.4472206, 128.9331127, 0.0005168, 0.0004647, 1533.0514918
73.0900000000005, 35931.4680776, 128.9331136, 0.0005160, 0.0004640, 1533.0514829
73.1000000000005, 35919.4929269, 128.9331144, 0.0005152, 0.0004632, 1533.0514739
73.1100000000005, 35907.5217673, 128.9331153, 0.0005143, 0.0004624, 1533.0514650
73.1200000000005, 35895.5545974, 128.9331162, 0.0005135, 0.0004616, 1533.0514561
73.1300000000005, 35883.5914159, 128.9331171, 0.0005127, 0.0004608, 1533.0514472
73.1400000000005, 35871.6322214, 128.9331180, 0.0005118, 0.0004600, 1533.0514383
73.1500000000005, 35859.6770126, 128.9331189, 0.0005110, 0.0004593, 1533.0514294
73.1600000000005, 35847.7257882, 128.9331198, 0.0005102, 0.0004585, 1533.0514205
73.1700000000005, 35835.7785469, 128.9331207, 0.0005094, 0.0004577, 1533.0514117
73.1800000000005, 35823.8352873, 128.9331215, 0.0005085, 0.0004569, 1533.0514028
73.1900000000005, 35811.8960082, 128.9331224, 0.0005077, 0.0004561, 1533.0513940
73.2000000000005, 35799.9607081, 128.9331233, 0.0005069, 0.0004554, 1533.0513852
73.2100000000005, 35788.0293857, 128.9331242, 0.0005061, 0.0004546, 1533.0513764
73.2200000000006, 35776.1020398, 128.9331251, 0.0005053, 0.0004538, 1533.0513676
73.2300000000006, 35764.1786690, 128.9331259, 0.0005044, 0.0004531, 1533.0513588
73.2400000000006, 35752.2592720, 128.9331268, 0.0005036, 0.0004523, 1533.0513501
73.2500000000006, 35740.3438474, 128.9331277, 0.0005028, 0.0004515, 1533.0513413
73.2600000000006, 35728.4323940, 128.9331285, 0.0005020, 0.0004508, 1533.0513326
73.2700000000006, 35716.5249103, 128.9331294, 0.0005012, 0.0004500, 1533.0513239
73.2800000000006, 35704.6213952, 128.9331303, 0.0005004, 0.0004492, 1533.0513152
73.2900000000006, 35692.7218472, 128.9331312, 0.0004996, 0.0004485, 1533.0513065
73.3000000000006, 35680.8262650, 128.9331320, 0.0004988, 0.0004477, 1533.0512978
73.3100000000006, 35668.9346474, 128.9331329, 0.0004980, 0.0004469, 1533.0512892
73.3200000000006, 35657.0469930, 128.9331337, 0.0004972, 0.0004462, 1533.0512805
73.3300000000006, 35645.1633004, 128.9331346, 0.0004964, 0.0004454, 1533.0512719
73.3400000000006, 35633.2835684, 128.9331355, 0.0004956, 0.0004447, 1533.0512633
73.3500000000006, 35621.4077956, 128.9331363, 0.0004948, 0.0004439, 1533.0512547
73.3600000000006, 35609.5359808, 128.9331372, 0.0004940, 0.0004432, 1533.0512461
73.3700000000006, 35597.6681225, 128.9331380, 0.0004932, 0.0004424, 1533.0512375
73.3800000000006, 35585.8042196, 128.9331389, 0.0004924, 0.0004417, 1533.0512290
73.3900000000006, 35573.9442706, 128.9331397, 0.0004916, 0.0004409, 1533.0512204
73.4000000000006, 35562.0882742, 128.9331406, 0.0004908, 0.0004402, 1533.0512119
73.4100000000007, 35550.2362291, 128.9331414, 0.0004900, 0.0004394, 1533.0512034
73.4200000000007, 35538.3881341, 128.9331423, 0.0004892, 0.0004387, 1533.0511949
73.4300000000007, 35526.5439877, 128.9331431, 0.0004884, 0.0004379, 1533.0511864
73.4400000000007, 35514.7037888, 128.9331440, 0.0004876, 0.0004372, 1533.0511779
73.4500000000007, 35502.8675359, 128.9331448, 0.0004869, 0.0004365, 1533.0511694
73.4600000000007, 35491.0352277, 128.9331457, 0.0004861, 0.0004357, 1533.0511610
73.4700000000007, 35479.2068630, 128.9331465, 0.0004853, 0.0004350, 1533.0511525
73.4800000000007, 35467.3824404, 128.9331473, 0.0004845, 0.0004342, 1533.0511441
73.4900000000007, 35455.5619585, 128.9331482, 0.0004837, 0.0004335, 1533.0511357
73.5000000000007, 35443.7454162, 128.9331490, 0.0004830, 0.0004328, 1533.0511273
73.5100000000007, 35431.9328121, 128.9331499, 0.0004822, 0.0004320, 1533.0511189
73.5200000000007, 35420.1241448, 128.9331507, 0.0004814, 0.0004313, 1533.0511105
73.5300000000007, 35408.3194130, 128.9331515, 0.0004806, 0.0004306, 1533.0511022
73.5400000000007, 35396.5186155, 128.9331524, 0.0004799, 0.0004298, 1533.0510938
73.5500000000007, 35384.7217510, 128.9331532, 0.0004791, 0.0004291, 1533.0510855
73.5600000000007, 35372.9288180, 128.9331540, 0.0004783, 0.0004284, 1533.0510772
73.5700000000007, 35361.1398154, 128.9331548, 0.0004776, 0.0004277, 1533.0510689
73.5800000000007, 35349.3547418, 128.9331557, 0.0004768, 0.0004269, 1533.0510606
73.5900000000007, 35337.5735958, 128.9331565, 0.0004760, 0.0004262, 1533.0510523
73.6000000000007, 35325.7963762, 128.9331573, 0.0004753, 0.0004255, 1533.0510441
73.6100000000008, 35314.0230817, 128.9331581, 0.0004745, 0.0004248, 1533.0510358
73.6200000000008, 35302.2537110, 128.9331590, 0.0004737, 0.0004241, 1533.0510276
73.6300000000008, 35290.4882627, 128.9331598, 0.0004730, 0.0004233, 1533.0510193
73.6400000000008, 35278.7267356, 128.9331606, 0.0004722, 0.0004226, 1533.0510111
73.6500000000008, 35266.9691283, 128.9331614, 0.0004715, 0.0004219, 1533.0510029
73.6600000000008, 35255.2154395, 128.9331622, 0.0004707, 0.0004212, 1533.0509947
73.6700000000008, 35243.4656680, 128.9331631, 0.0004699, 0.0004205, 1533.0509866
73.6800000000008, 35231.7198124, 128.9331639, 0.0004692, 0.0004198, 1533.0509784
73.6900000000008, 35219.9778714, 128.9331647, 0.0004684, 0.0004191, 1533.0509703
73.7000000000008, 35208.2398437, 128.9331655, 0.0004677, 0.0004184, 1533.0509621
73.7100000000008, 35196.5057281, 128.9331663, 0.0004669, 0.0004176, 1533.0509540
73.7200000000008, 35184.7755231, 128.9331671, 0.0004662, 0.0004169, 1533.0509459
73.7300000000008, 35173.0492276, 128.9331679, 0.0004654, 0.0004162, 1533.0509378
73.7400000000008, 35161.3268401, 128.9331687, 0.0004647, 0.0004155, 1533.0509297
73.7500000000008, 35149.6083595, 128.9331695, 0.0004639, 0.0004148, 1533.0509216
73.7600000000008, 35137.8937843, 128.9331703, 0.0004632, 0.0004141, 1533.0509136
73.7700000000008, 35126.1831133, 128.9331711, 0.0004625, 0.0004134, 1533.0509055
73.7800000000008, 35114.4763452, 128.9331719, 0.0004617, 0.0004127, 1533.0508975
73.7900000000008, 35102.7734788, 128.9331727, 0.0004610, 0.0004120, 1533.0508895
73.8000000000008, 35091.0745126, 128.9331735, 0.0004602, 0.0004113, 1533.0508815
73.8100000000009, 35079.3794454, 128.9331743, 0.0004595, 0.0004106, 1533.0508735
73.8200000000009, 35067.6882759, 128.9331751, 0.0004588, 0.0004099, 1533.0508655
73.8300000000009, 35056.0010027, 128.9331759, 0.0004580, 0.0004092, 1533.0508575
73.8400000000009, 35044.3176247, 128.9331767, 0.0004573, 0.0004086, 1533.0508496
73.8500000000009, 35032.6381405, 128.9331775, 0.0004566, 0.0004079, 1533.0508416
73.8600000000009, 35020.9625488, 128.9331783, 0.0004558, 0.0004072, 1533.0508337
73.8700000000009, 35009.2908482, 128.9331791, 0.0004551, 0.0004065, 1533.0508258
73.8800000000009, 34997.6230376, 128.9331799, 0.0004544, 0.0004058, 1533.0508179
73.8900000000009, 34985.9591156, 128.9331807, 0.0004537, 0.0004051, 1533.0508100
73.9000000000009, 34974.2990809, 128.9331814, 0.0004529, 0.0004044, 1533.0508021
73.9100000000009, 34962.6429322, 128.9331822, 0.0004522, 0.0004037, 1533.0507943
73.9200000000009, 34950.9906683, 128.9331830, 0.0004515, 0.0004031, 1533.0507864
73.9300000000009, 34939.3422877, 128.9331838, 0.0004508, 0.0004024, 1533.0507786
73.9400000000009, 34927.6977893, 128.9331846, 0.0004500, 0.0004017, 1533.0507707
73.9500000000009, 34916.0571718, 128.9331854, 0.0004493, 0.0004010, 1533.0507629
