,C,D,I,S,T
12.7533999999996, 2417.2801713, 1581.1886080, 1713.2705150, 1955.5508456, 12.9310304
12.7564999999996, 2417.1420720, 1581.5426679, 1713.1667737, 1955.4398605, 12.9318447
12.7595999999996, 2417.0039775, 1581.8967062, 1713.0630463, 1955.3288781, 12.9326590
12.7626999999996, 2416.8658879, 1582.2507232, 1712.9593329, 1955.2178983, 12.9334732
12.7657999999996, 2416.7278031, 1582.6047187, 1712.8556334, 1955.1069212, 12.9342873
12.7688999999996, 2416.5897233, 1582.9586928, 1712.7519478, 1954.9959468, 12.9351013
12.7719999999996, 2416.4516484, 1583.3126455, 1712.6482761, 1954.8849751, 12.9359153
12.7750999999996, 2416.3135783, 1583.6665767, 1712.5446183, 1954.7740061, 12.9367292
12.7781999999996, 2416.1755132, 1584.0204866, 1712.4409744, 1954.6630398, 12.9375430
12.7812999999996, 2416.0374530, 1584.3743750, 1712.3373442, 1954.5520762, 12.9383567
12.7843999999996, 2415.8993977, 1584.7282420, 1712.2337280, 1954.4411153, 12.9391703
12.7874999999996, 2415.7613473, 1585.0820876, 1712.1301255, 1954.3301572, 12.9399839
12.7905999999996, 2415.6233019, 1585.4359117, 1712.0265368, 1954.2192017, 12.9407974
12.7936999999996, 2415.4852614, 1585.7897145, 1711.9229620, 1954.1082490, 12.9416108
12.7967999999996, 2415.3472258, 1586.1434959, 1711.8194009, 1953.9972990, 12.9424241
12.7998999999996, 2415.2091952, 1586.4972558, 1711.7158535, 1953.8863518, 12.9432374
12.8029999999996, 2415.0711695, 1586.8509944, 1711.6123199, 1953.7754074, 12.9440506
12.8060999999996, 2414.9331487, 1587.2047116, 1711.5088001, 1953.6644656, 12.9448637
12.8091999999996, 2414.7951330, 1587.5584073, 1711.4052939, 1953.5535267, 12.9456767
12.8122999999996, 2414.6571222, 1587.9120817, 1711.3018015, 1953.4425905, 12.9464897
12.8153999999996, 2414.5191163, 1588.2657347, 1711.1983227, 1953.3316571, 12.9473026
12.8184999999996, 2414.3811155, 1588.6193663, 1711.0948577, 1953.2207265, 12.9481154
12.8215999999996, 2414.2431196, 1588.9729766, 1710.9914063, 1953.1097987, 12.9489281
12.8246999999996, 2414.1051287, 1589.3265654, 1710.8879685, 1952.9988736, 12.9497408
12.8277999999996, 2413.9671428, 1589.6801329, 1710.7845444, 1952.8879514, 12.9505534
12.8308999999996, 2413.8291618, 1590.0336790, 1710.6811339, 1952.7770320, 12.9513659
12.8339999999996, 2413.6911859, 1590.3872038, 1710.5777370, 1952.6661154, 12.9521783
12.8370999999996, 2413.5532150, 1590.7407072, 1710.4743537, 1952.5552016, 12.9529907
12.8401999999996, 2413.4152491, 1591.0941892, 1710.3709839, 1952.4442906, 12.9538030
12.8432999999996, 2413.2772882, 1591.4476498, 1710.2676278, 1952.3333824, 12.9546152
12.8463999999996, 2413.1393323, 1591.8010891, 1710.1642852, 1952.2224771, 12.9554273
12.8494999999996, 2413.0013815, 1592.1545071, 1710.0609561, 1952.1115747, 12.9562394
12.8525999999996, 2412.8634356, 1592.5079037, 1709.9576405, 1952.0006750, 12.9570514
12.8556999999996, 2412.7254948, 1592.8612789, 1709.8543385, 1951.8897783, 12.9578633
12.8587999999996, 2412.5875591, 1593.2146328, 1709.7510499, 1951.7788844, 12.9586751
12.8618999999996, 2412.4496284, 1593.5679653, 1709.6477749, 1951.6679933, 12.9594869
12.8649999999996, 2412.3117027, 1593.9212765, 1709.5445133, 1951.5571051, 12.9602986
12.8680999999996, 2412.1737821, 1594.2745664, 1709.4412651, 1951.4462199, 12.9611103
12.8711999999996, 2412.0358666, 1594.6278349, 1709.3380304, 1951.3353374, 12.9619218
12.8742999999996, 2411.8979561, 1594.9810821, 1709.2348091, 1951.2244579, 12.9627333
12.8773999999996, 2411.7600507, 1595.3343080, 1709.1316012, 1951.1135813, 12.9635447
12.8804999999996, 2411.6221503, 1595.6875125, 1709.0284068, 1951.0027076, 12.9643561
12.8835999999996, 2411.4842551, 1596.0406958, 1708.9252257, 1950.8918368, 12.9651673
12.8866999999996, 2411.3463649, 1596.3938576, 1708.8220580, 1950.7809689, 12.9659785
12.8897999999996, 2411.2084798, 1596.7469982, 1708.7189036, 1950.6701039, 12.9667897
12.8928999999996, 2411.0705998, 1597.1001175, 1708.6157626, 1950.5592418, 12.9676007
12.8959999999996, 2410.9327249, 1597.4532154, 1708.5126349, 1950.4483827, 12.9684117
12.8990999999996, 2410.7948551, 1597.8062920, 1708.4095206, 1950.3375265, 12.9692226
12.9021999999996, 2410.6569904, 1598.1593474, 1708.3064195, 1950.2266732, 12.9700335
12.9052999999996, 2410.5191308, 1598.5123814, 1708.2033317, 1950.1158229, 12.9708442
12.9083999999996, 2410.3812763, 1598.8653941, 1708.1002573, 1950.0049756, 12.9716549
12.9114999999996, 2410.2434270, 1599.2183855, 1707.9971960, 1949.8941312, 12.9724656
12.9145999999996, 2410.1055828, 1599.5713556, 1707.8941481, 1949.7832897, 12.9732761
12.9176999999996, 2409.9677437, 1599.9243045, 1707.7911133, 1949.6724513, 12.9740866
12.9207999999996, 2409.8299097, 1600.2772320, 1707.6880918, 1949.5616158, 12.9748971
12.9238999999996, 2409.6920809, 1600.6301382, 1707.5850835, 1949.4507833, 12.9757074
12.9269999999996, 2409.5542572, 1600.9830232, 1707.4820884, 1949.3399538, 12.9765177
12.9300999999996, 2409.4164387, 1601.3358869, 1707.3791065, 1949.2291273, 12.9773279
12.9331999999996, 2409.2786253, 1601.6887293, 1707.2761377, 1949.1183037, 12.9781381
12.9362999999996, 2409.1408171, 1602.0415504, 1707.1731821, 1949.0074832, 12.9789482
12.9393999999996, 2409.0030141, 1602.3943502, 1707.0702397, 1948.8966657, 12.9797582
12.9424999999996, 2408.8652162, 1602.7471288, 1706.9673104, 1948.7858512, 12.9805681
12.9455999999996, 2408.7274235, 1603.0998861, 1706.8643942, 1948.6750398, 12.9813780
12.9486999999996, 2408.5896360, 1603.4526221, 1706.7614911, 1948.5642313, 12.9821878
12.9517999999996, 2408.4518537, 1603.8053369, 1706.6586011, 1948.4534259, 12.9829976
12.9548999999996, 2408.3140765, 1604.1580304, 1706.5557242, 1948.3426235, 12.9838073
12.9579999999996, 2408.1763045, 1604.5107026, 1706.4528603, 1948.2318242, 12.9846169
12.9610999999996, 2408.0385378, 1604.8633536, 1706.3500095, 1948.1210279, 12.9854264
12.9641999999996, 2407.9007762, 1605.2159833, 1706.2471718, 1948.0102347, 12.9862359
12.9672999999996, 2407.7630199, 1605.5685918, 1706.1443470, 1947.8994445, 12.9870453
12.9703999999996, 2407.6252687, 1605.9211790, 1706.0415353, 1947.7886574, 12.9878547
12.9734999999996, 2407.4875228, 1606.2737450, 1705.9387366, 1947.6778734, 12.9886639
12.9765999999996, 2407.3497821, 1606.6262898, 1705.8359508, 1947.5670925, 12.9894731
12.9796999999996, 2407.2120466, 1606.9788133, 1705.7331781, 1947.4563146, 12.9902823
12.9827999999996, 2407.0743163, 1607.3313155, 1705.6304183, 1947.3455398, 12.9910914
12.9858999999996, 2406.9365913, 1607.6837966, 1705.5276714, 1947.2347682, 12.9919004
12.9889999999996, 2406.7988715, 1608.0362564, 1705.4249375, 1947.1239996, 12.9927093
12.9920999999996, 2406.6611569, 1608.3886949, 1705.3222165, 1947.0132341, 12.9935182
12.9951999999996, 2406.5234476, 1608.7411123, 1705.2195085, 1946.9024717, 12.9943270
12.9982999999996, 2406.3857436, 1609.0935084, 1705.1168133, 1946.7917125, 12.9951358
13.0013999999996, 2406.2480448, 1609.4458833, 1705.0141310, 1946.6809563, 12.9959445
13.0044999999996, 2406.1103512, 1609.7982370, 1704.9114616, 1946.5702033, 12.9967531
13.0075999999996, 2405.9726630, 1610.1505694, 1704.8088050, 1946.4594535, 12.9975617
13.0106999999996, 2405.8349800, 1610.5028807, 1704.7061613, 1946.3487067, 12.9983702
13.0137999999996, 2405.6973022, 1610.8551707, 1704.6035304, 1946.2379632, 12.9991786
13.0168999999996, 2405.5596298, 1611.2074395, 1704.5009124, 1946.1272227, 12.9999870
13.0199999999996, 2405.4219626, 1611.5596872, 1704.3983071, 1946.0164854, 13.0007953
13.0230999999996, 2405.2843007, 1611.9119136, 1704.2957147, 1945.9057513, 13.0016035
13.0261999999996, 2405.1466441, 1612.2641188, 1704.1931350, 1945.7950203, 13.0024117
13.0292999999996, 2405.0089928, 1612.6163028, 1704.0905681, 1945.6842926, 13.0032198
13.0323999999996, 2404.8713469, 1612.9684656, 1703.9880139, 1945.5735679, 13.0040279
13.0354999999996, 2404.7337062, 1613.3206073, 1703.8854726, 1945.4628465, 13.0048359
13.0385999999996, 2404.5960708, 1613.6727277, 1703.7829439, 1945.3521283, 13.0056438
13.0416999999996, 2404.4584407, 1614.0248270, 1703.6804280, 1945.2414132, 13.0064516
13.0447999999996, 2404.3208160, 1614.3769050, 1703.5779247, 1945.1307013, 13.0072595
13.0478999999996, 2404.1831965, 1614.7289619, 1703.4754342, 1945.0199927, 13.0080672
13.0509999999996, 2404.0455824, 1615.0809976, 1703.3729563, 1944.9092872, 13.0088749
13.0540999999996, 2403.9079736, 1615.4330122, 1703.2704912, 1944.7985850, 13.0096825
13.0571999999996, 2403.7703702, 1615.7850055, 1703.1680386, 1944.6878860, 13.0104900
13.0602999999996, 2403.6327721, 1616.1369777, 1703.0655988, 1944.5771902, 13.0112975
13.0633999999996, 2403.4951794, 1616.4889287, 1702.9631715, 1944.4664976, 13.0121050
13.0664999999996, 2403.3575919, 1616.8408586, 1702.8607569, 1944.3558083, 13.0129123
13.0695999999996, 2403.2200099, 1617.1927673, 1702.7583549, 1944.2451222, 13.0137197
13.0726999999996, 2403.0824332, 1617.5446548, 1702.6559655, 1944.1344394, 13.0145269
13.0757999999996, 2402.9448619, 1617.8965212, 1702.5535887, 1944.0237598, 13.0153341
13.0788999999996, 2402.8072959, 1618.2483664, 1702.4512244, 1943.9130834, 13.0161412
13.0819999999996, 2402.6697353, 1618.6001904, 1702.3488727, 1943.8024103, 13.0169483
13.0850999999996, 2402.5321800, 1618.9519933, 1702.2465336, 1943.6917405, 13.0177553
13.0881999999996, 2402.3946302, 1619.3037751, 1702.1442070, 1943.5810740, 13.0185622
13.0912999999996, 2402.2570857, 1619.6555357, 1702.0418929, 1943.4704107, 13.0193691
13.0943999999996, 2402.1195466, 1620.0072752, 1701.9395914, 1943.3597507, 13.0201760
13.0974999999996, 2401.9820129, 1620.3589935, 1701.8373023, 1943.2490940, 13.0209827
13.1005999999996, 2401.8444846, 1620.7106907, 1701.7350257, 1943.1384406, 13.0217894
13.1036999999996, 2401.7069617, 1621.0623668, 1701.6327616, 1943.0277905, 13.0225961
13.1067999999996, 2401.5694443, 1621.4140217, 1701.5305100, 1942.9171437, 13.0234027
13.1098999999996, 2401.4319322, 1621.7656555, 1701.4282708, 1942.8065002, 13.0242092
13.1129999999996, 2401.2944255, 1622.1172682, 1701.3260440, 1942.6958600, 13.0250157
13.1160999999996, 2401.1569242, 1622.4688597, 1701.2238297, 1942.5852231, 13.0258221
13.1191999999996, 2401.0194284, 1622.8204301, 1701.1216278, 1942.4745896, 13.0266285
13.1222999999996, 2400.8819380, 1623.1719794, 1701.0194383, 1942.3639593, 13.0274348
13.1253999999996, 2400.7444530, 1623.5235076, 1700.9172612, 1942.2533325, 13.0282410
13.1284999999996, 2400.6069734, 1623.8750147, 1700.8150965, 1942.1427089, 13.0290472
13.1315999999996, 2400.4694993, 1624.2265006, 1700.7129441, 1942.0320887, 13.0298533
13.1346999999996, 2400.3320306, 1624.5779655, 1700.6108041, 1941.9214718, 13.0306594
13.1377999999996, 2400.1945674, 1624.9294092, 1700.5086764, 1941.8108583, 13.0314654
13.1408999999996, 2400.0571096, 1625.2808319, 1700.4065611, 1941.7002482, 13.0322713
13.1439999999996, 2399.9196573, 1625.6322334, 1700.3044581, 1941.5896414, 13.0330772
13.1470999999996, 2399.7822104, 1625.9836138, 1700.2023674, 1941.4790380, 13.0338831
13.1501999999996, 2399.6447690, 1626.3349732, 1700.1002890, 1941.3684379, 13.0346889
13.1532999999996, 2399.5073330, 1626.6863114, 1699.9982229, 1941.2578412, 13.0354946
13.1563999999996, 2399.3699025, 1627.0376285, 1699.8961691, 1941.1472480, 13.0363003
13.1594999999996, 2399.2324775, 1627.3889246, 1699.7941275, 1941.0366581, 13.0371059
13.1625999999996, 2399.0950580, 1627.7401996, 1699.6920981, 1940.9260716, 13.0379114
13.1656999999996, 2398.9576439, 1628.0914535, 1699.5900811, 1940.8154885, 13.0387169
13.1687999999996, 2398.8202354, 1628.4426863, 1699.4880762, 1940.7049088, 13.0395224
13.1718999999996, 2398.6828323, 1628.7938980, 1699.3860835, 1940.5943325, 13.0403278
13.1749999999996, 2398.5454347, 1629.1450887, 1699.2841031, 1940.4837596, 13.0411331
13.1780999999996, 2398.4080426, 1629.4962582, 1699.1821348, 1940.3731901, 13.0419384
13.1811999999996, 2398.2706561, 1629.8474068, 1699.0801788, 1940.2626241, 13.0427436
13.1842999999996, 2398.1332750, 1630.1985342, 1698.9782349, 1940.1520615, 13.0435488
13.1873999999996, 2397.9958994, 1630.5496406, 1698.8763031, 1940.0415023, 13.0443539
13.1904999999996, 2397.8585294, 1630.9007259, 1698.7743835, 1939.9309465, 13.0451590
13.1935999999996, 2397.7211648, 1631.2517901, 1698.6724761, 1939.8203942, 13.0459640
13.1966999999996, 2397.5838058, 1631.6028333, 1698.5705807, 1939.7098454, 13.0467689
13.1997999999996, 2397.4464523, 1631.9538554, 1698.4686975, 1939.5993000, 13.0475738
13.2028999999996, 2397.3091044, 1632.3048565, 1698.3668264, 1939.4887581, 13.0483787
13.2059999999996, 2397.1717619, 1632.6558365, 1698.2649673, 1939.3782196, 13.0491834
13.2090999999996, 2397.0344250, 1633.0067955, 1698.1631204, 1939.2676846, 13.0499882
13.2121999999996, 2396.8970937, 1633.3577335, 1698.0612855, 1939.1571530, 13.0507929
13.2152999999996, 2396.7597679, 1633.7086503, 1697.9594626, 1939.0466250, 13.0515975
13.2183999999996, 2396.6224476, 1634.0595462, 1697.8576518, 1938.9361004, 13.0524021
13.2214999999996, 2396.4851329, 1634.4104210, 1697.7558530, 1938.8255793, 13.0532066
13.2245999999996, 2396.3478238, 1634.7612748, 1697.6540663, 1938.7150617, 13.0540111
13.2276999999996, 2396.2105202, 1635.1121075, 1697.5522916, 1938.6045476, 13.0548155
13.2307999999996, 2396.0732222, 1635.4629192, 1697.4505288, 1938.4940370, 13.0556198
13.2338999999996, 2395.9359297, 1635.8137099, 1697.3487781, 1938.3835299, 13.0564241
13.2369999999996, 2395.7986428, 1636.1644795, 1697.2470393, 1938.2730263, 13.0572284
13.2400999999996, 2395.6613615, 1636.5152281, 1697.1453125, 1938.1625262, 13.0580326
13.2431999999996, 2395.5240858, 1636.8659557, 1697.0435976, 1938.0520296, 13.0588368
13.2462999999996, 2395.3868157, 1637.2166623, 1696.9418947, 1937.9415366, 13.0596409
13.2493999999996, 2395.2495511, 1637.5673479, 1696.8402037, 1937.8310471, 13.0604449
13.2524999999996, 2395.1122921, 1637.9180125, 1696.7385246, 1937.7205611, 13.0612489
13.2555999999996, 2394.9750388, 1638.2686560, 1696.6368575, 1937.6100787, 13.0620529
13.2586999999996, 2394.8377910, 1638.6192785, 1696.5352022, 1937.4995998, 13.0628568
13.2617999999996, 2394.7005488, 1638.9698800, 1696.4335588, 1937.3891245, 13.0636606
13.2648999999996, 2394.5633123, 1639.3204606, 1696.3319273, 1937.2786527, 13.0644644
13.2679999999996, 2394.4260813, 1639.6710201, 1696.2303077, 1937.1681845, 13.0652681
13.2710999999996, 2394.2888560, 1640.0215586, 1696.1286999, 1937.0577198, 13.0660718
13.2741999999996, 2394.1516363, 1640.3720761, 1696.0271040, 1936.9472587, 13.0668755
13.2772999999996, 2394.0144222, 1640.7225726, 1695.9255198, 1936.8368012, 13.0676791
13.2803999999996, 2393.8772137, 1641.0730482, 1695.8239476, 1936.7263472, 13.0684826
13.2834999999996, 2393.7400108, 1641.4235027, 1695.7223871, 1936.6158969, 13.0692861
13.2865999999996, 2393.6028136, 1641.7739363, 1695.6208384, 1936.5054501, 13.0700895
13.2896999999996, 2393.4656221, 1642.1243489, 1695.5193015, 1936.3950069, 13.0708929
13.2927999999996, 2393.3284361, 1642.4747404, 1695.4177764, 1936.2845673, 13.0716963
13.2958999999996, 2393.1912558, 1642.8251111, 1695.3162630, 1936.1741313, 13.0724996
13.2989999999996, 2393.0540812, 1643.1754607, 1695.2147614, 1936.0636989, 13.0733028
13.3020999999996, 2392.9169122, 1643.5257893, 1695.1132716, 1935.9532701, 13.0741060
13.3051999999996, 2392.7797489, 1643.8760970, 1695.0117935, 1935.8428450, 13.0749091
13.3082999999996, 2392.6425912, 1644.2263837, 1694.9103271, 1935.7324234, 13.0757122
13.3113999999996, 2392.5054392, 1644.5766495, 1694.8088724, 1935.6220055, 13.0765153
13.3144999999996, 2392.3682928, 1644.9268943, 1694.7074294, 1935.5115912, 13.0773183
13.3175999999996, 2392.2311521, 1645.2771181, 1694.6059981, 1935.4011805, 13.0781212
13.3206999999996, 2392.0940171, 1645.6273209, 1694.5045785, 1935.2907735, 13.0789241
13.3237999999996, 2391.9568878, 1645.9775028, 1694.4031705, 1935.1803701, 13.0797270
13.3268999999996, 2391.8197642, 1646.3276638, 1694.3017742, 1935.0699704, 13.0805298
13.3299999999996, 2391.6826462, 1646.6778038, 1694.2003896, 1934.9595743, 13.0813326
13.3330999999996, 2391.5455339, 1647.0279228, 1694.0990166, 1934.8491818, 13.0821353
13.3361999999996, 2391.4084273, 1647.3780209, 1693.9976552, 1934.7387931, 13.0829379
13.3392999999996, 2391.2713265, 1647.7280980, 1693.8963054, 1934.6284079, 13.0837405
13.3423999999996, 2391.1342313, 1648.0781542, 1693.7949673, 1934.5180265, 13.0845431
13.3454999999996, 2390.9971418, 1648.4281895, 1693.6936407, 1934.4076487, 13.0853456
13.3485999999996, 2390.8600580, 1648.7782038, 1693.5923257, 1934.2972746, 13.0861481
13.3516999999996, 2390.7229799, 1649.1281972, 1693.4910223, 1934.1869042, 13.0869505
13.3547999999996, 2390.5859076, 1649.4781696, 1693.3897305, 1934.0765375, 13.0877529
13.3578999999996, 2390.4488409, 1649.8281212, 1693.2884502, 1933.9661744, 13.0885552
13.3609999999996, 2390.3117800, 1650.1780517, 1693.1871814, 1933.8558151, 13.0893575
13.3640999999996, 2390.1747248, 1650.5279614, 1693.0859242, 1933.7454594, 13.0901598
13.3671999999996, 2390.0376753, 1650.8778501, 1692.9846785, 1933.6351075, 13.0909620
13.3702999999996, 2389.9006316, 1651.2277179, 1692.8834443, 1933.5247592, 13.0917641
13.3733999999996, 2389.7635936, 1651.5775648, 1692.7822216, 1933.4144147, 13.0925662
13.3764999999996, 2389.6265613, 1651.9273908, 1692.6810104, 1933.3040739, 13.0933683
13.3795999999996, 2389.4895348, 1652.2771959, 1692.5798107, 1933.1937368, 13.0941703
13.3826999999996, 2389.3525140, 1652.6269800, 1692.4786224, 1933.0834035, 13.0949722
13.3857999999996, 2389.2154990, 1652.9767433, 1692.3774456, 1932.9730738, 13.0957742
13.3888999999996, 2389.0784897, 1653.3264856, 1692.2762803, 1932.8627479, 13.0965760
13.3919999999996, 2388.9414861, 1653.6762070, 1692.1751264, 1932.7524258, 13.0973779
13.3950999999996, 2388.8044884, 1654.0259075, 1692.0739839, 1932.6421074, 13.0981796
13.3981999999996, 2388.6674964, 1654.3755871, 1691.9728528, 1932.5317927, 13.0989814
13.4012999999996, 2388.5305101, 1654.7252459, 1691.8717331, 1932.4214818, 13.0997831
13.4043999999996, 2388.3935297, 1655.0748837, 1691.7706249, 1932.3111746, 13.1005847
13.4074999999996, 2388.2565550, 1655.4245006, 1691.6695280, 1932.2008712, 13.1013863
13.4105999999996, 2388.1195860, 1655.7740967, 1691.5684425, 1932.0905716, 13.1021879
13.4136999999996, 2387.9826229, 1656.1236718, 1691.4673683, 1931.9802757, 13.1029894
13.4167999999996, 2387.8456655, 1656.4732261, 1691.3663056, 1931.8699837, 13.1037909
13.4198999999996, 2387.7087140, 1656.8227594, 1691.2652541, 1931.7596954, 13.1045923
13.4229999999996, 2387.5717682, 1657.1722719, 1691.1642140, 1931.6494108, 13.1053937
13.4260999999996, 2387.4348282, 1657.5217635, 1691.0631852, 1931.5391301, 13.1061950
13.4291999999996, 2387.2978940, 1657.8712343, 1690.9621678, 1931.4288531, 13.1069963
13.4322999999996, 2387.1609656, 1658.2206841, 1690.8611616, 1931.3185800, 13.1077976
13.4353999999996, 2387.0240430, 1658.5701131, 1690.7601667, 1931.2083106, 13.1085988
13.4384999999996, 2386.8871262, 1658.9195213, 1690.6591832, 1931.0980451, 13.1094000
13.4415999999996, 2386.7502153, 1659.2689085, 1690.5582109, 1930.9877833, 13.1102011
13.4446999999996, 2386.6133101, 1659.6182749, 1690.4572498, 1930.8775254, 13.1110022
13.4477999999996, 2386.4764108, 1659.9676204, 1690.3563000, 1930.7672713, 13.1118032
13.4508999999996, 2386.3395172, 1660.3169451, 1690.2553615, 1930.6570210, 13.1126042
13.4539999999996, 2386.2026295, 1660.6662489, 1690.1544342, 1930.5467745, 13.1134052
13.4570999999996, 2386.0657477, 1661.0155318, 1690.0535181, 1930.4365319, 13.1142061
13.4601999999996, 2385.9288716, 1661.3647939, 1689.9526132, 1930.3262931, 13.1150070
13.4632999999996, 2385.7920014, 1661.7140351, 1689.8517196, 1930.2160581, 13.1158078
13.4663999999996, 2385.6551370, 1662.0632555, 1689.7508371, 1930.1058270, 13.1166086
13.4694999999996, 2385.5182785, 1662.4124551, 1689.6499658, 1929.9955997, 13.1174094
13.4725999999996, 2385.3814258, 1662.7616338, 1689.5491057, 1929.8853762, 13.1182101
